# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  179       6.852513101392e-10       1.084079271813e-13      -4.791087037772e-12       0.000000000000e+00       2.118803892997e-12       4.207965728476e-13      -2.162931973776e-15 
  180       6.883039422208e-10       1.069736998928e-13      -4.693243080409e-12       0.000000000000e+00       2.084112252845e-12       4.151787897211e-13      -2.105338086774e-15 
  181       6.912956055888e-10       1.055608067362e-13      -4.591815468774e-12       0.000000000000e+00       2.050070300473e-12       4.096582498924e-13      -2.048468609316e-15 
  182       6.942254688484e-10       1.041728283768e-13      -4.486816139762e-12       0.000000000000e+00       2.016680033650e-12       4.042350687695e-13      -1.992313887468e-15 
  183       6.970927026368e-10       1.028134440804e-13      -4.378259345515e-12       0.000000000000e+00       1.983942026753e-12       3.989091220359e-13      -1.936861874307e-15 
  184       6.998964796568e-10       1.014864326951e-13      -4.266161687625e-12       0.000000000000e+00       1.951855402284e-12       3.936800408800e-13      -1.882098085244e-15 
  185       7.026359747109e-10       1.001956736331e-13      -4.150542151333e-12       0.000000000000e+00       1.920417802393e-12       3.885472072255e-13      -1.828005553359e-15 
  186       7.053103647345e-10       9.894514785244e-14      -4.031422139736e-12       0.000000000000e+00       1.889625360402e-12       3.835097489613e-13      -1.774564784729e-15 
  187       7.079188288300e-10       9.773893883878e-14      -3.908825507987e-12       0.000000000000e+00       1.859472672325e-12       3.785665351711e-13      -1.721753713757e-15 
  188       7.104605483004e-10       9.658123358713e-14      -3.782778597496e-12       0.000000000000e+00       1.829952768388e-12       3.737161713636e-13      -1.669547658506e-15 
  189       7.129347066829e-10       9.547632358359e-14      -3.653310270138e-12       0.000000000000e+00       1.801057084554e-12       3.689569947024e-13      -1.617919276025e-15 
  190       7.153404897829e-10       9.442860578721e-14      -3.520451942451e-12       0.000000000000e+00       1.772775434040e-12       3.642870692359e-13      -1.566838517682e-15 
  191       7.176770857075e-10       9.344258361164e-14      -3.384237619839e-12       0.000000000000e+00       1.745095978842e-12       3.597041811271e-13      -1.516272584494e-15 
  192       7.199436848992e-10       9.252286790697e-14      -3.244703930777e-12       0.000000000000e+00       1.718005201258e-12       3.552058338837e-13      -1.466185882457e-15 
  193       7.221394801697e-10       9.167417794146e-14      -3.101890161012e-12       0.000000000000e+00       1.691487875405e-12       3.507892435880e-13      -1.416539977874e-15 
  194       7.242636667337e-10       9.090134238331e-14      -2.955838287764e-12       0.000000000000e+00       1.665527038744e-12       3.464513341268e-13      -1.367293552688e-15 
  195       7.263154422425e-10       9.020930028241e-14      -2.806593013934e-12       0.000000000000e+00       1.640103963598e-12       3.421887324213e-13      -1.318402359813e-15 
  196       7.282940068178e-10       8.960310205213e-14      -2.654201802300e-12       0.000000000000e+00       1.615198128680e-12       3.379977636570e-13      -1.269819178461e-15 
  197       7.301985630851e-10       8.908791045104e-14      -2.498714909724e-12       0.000000000000e+00       1.590787190608e-12       3.338744465138e-13      -1.221493769475e-15 
  198       7.320283162082e-10       8.866900156472e-14      -2.340185421352e-12       0.000000000000e+00       1.566846955429e-12       3.298144883957e-13      -1.173372830656e-15 
  199       7.337824739218e-10       8.835176578750e-14      -2.178669284820e-12       0.000000000000e+00       1.543351350142e-12       3.258132806609e-13      -1.125399952097e-15 
  200       7.354602465664e-10       8.814170880420e-14      -2.014225344454e-12       0.000000000000e+00       1.520272394219e-12       3.218658938517e-13      -1.077515571512e-15 
  201       7.370609049463e-10       8.804419028368e-14      -1.846912323490e-12       0.000000000000e+00       1.497585681184e-12       3.179680070232e-13      -1.029670818740e-15 
  202       7.385839584422e-10       8.806361711719e-14      -1.676779459394e-12       0.000000000000e+00       1.475287318935e-12       3.141187796265e-13      -9.818702442097e-16 
  203       7.400289897015e-10       8.820419437836e-14      -1.503875264797e-12       0.000000000000e+00       1.453378145977e-12       3.103181758070e-13      -9.341320600257e-16 
  204       7.413955981603e-10       8.847018263709e-14      -1.328250544367e-12       0.000000000000e+00       1.431858318011e-12       3.065660467476e-13      -8.864745215214e-16 
  205       7.426834002472e-10       8.886589816615e-14      -1.149958419999e-12       0.000000000000e+00       1.410727295733e-12       3.028621286587e-13      -8.389159236395e-16 
  206       7.438920295887e-10       8.939571314770e-14      -9.690543559941e-13       0.000000000000e+00       1.389983832650e-12       2.992060407697e-13      -7.914745973118e-16 
  207       7.450211372136e-10       9.006405587991e-14      -7.855961842413e-13       0.000000000000e+00       1.369625962881e-12       2.955972833191e-13      -7.441689058388e-16 
  208       7.460703917574e-10       9.087541098345e-14      -5.996441294009e-13       0.000000000000e+00       1.349650988964e-12       2.920352355451e-13      -6.970172412705e-16 
  209       7.470394796671e-10       9.183431960813e-14      -4.112608340870e-13       0.000000000000e+00       1.330055469664e-12       2.885191536769e-13      -6.500380207853e-16 
  210       7.479281054059e-10       9.294537963942e-14      -2.205113840496e-13       0.000000000000e+00       1.310835207780e-12       2.850481689247e-13      -6.032496830710e-16 
  211       7.487359916577e-10       9.421324590501e-14      -2.746333335715e-14       0.000000000000e+00       1.291985237950e-12       2.816212854708e-13      -5.566706847040e-16 
  212       7.494628795317e-10       9.564263038142e-14       1.678132704211e-13       0.000000000000e+00       1.273499814458e-12       2.782373784600e-13      -5.103194965296e-16 
  213       7.501085287672e-10       9.723830240051e-14       3.652458610327e-13       0.000000000000e+00       1.255372399044e-12       2.748951919906e-13      -4.642146000418e-16 
  214       7.506727179379e-10       9.900508885606e-14       5.647593283592e-13       0.000000000000e+00       1.237595648704e-12       2.715933371047e-13      -4.183744837636e-16 
  215       7.511552446571e-10       1.009478744104e-13       7.662759932342e-13       0.000000000000e+00       1.220161403504e-12       2.683302897791e-13      -3.728176396264e-16 
  216       7.515559257814e-10       1.030716017008e-13       9.697155822609e-13       0.000000000000e+00       1.203060674381e-12       2.651043889161e-13      -3.275625593505e-16 
  217       7.518745976164e-10       1.053812715462e-13       1.174995202629e-12       0.000000000000e+00       1.186283630953e-12       2.619138343339e-13      -2.826277308248e-16 
  218       7.521111161205e-10       1.078819431539e-13       1.382029316934e-12       0.000000000000e+00       1.169819589324e-12       2.587566847572e-13      -2.380316344867e-16 
  219       7.522653571099e-10       1.105787343256e-13       1.590729717992e-12       0.000000000000e+00       1.153656999891e-12       2.556308558083e-13      -1.937927397022e-16 
  220       7.523372164630e-10       1.134768216647e-13       1.801005503659e-12       0.000000000000e+00       1.137783435153e-12       2.525341179975e-13      -1.499295011460e-16 
  221       7.523266103255e-10       1.165814407822e-13       2.012763051651e-12       0.000000000000e+00       1.122185577513e-12       2.494640947138e-13      -1.064603551809e-16 
  222       7.522334753143e-10       1.198978865035e-13       2.225905994354e-12       0.000000000000e+00       1.106849207088e-12       2.464182602155e-13      -6.340371623848e-17 
  223       7.520577687228e-10       1.234315130754e-13       2.440335193651e-12       0.000000000000e+00       1.091759189516e-12       2.433939376212e-13      -2.077797319859e-17 
  224       7.517994881113e-10       1.271873721387e-13       2.655953929790e-12       0.000000000000e+00       1.076902404312e-12       2.403889564456e-13       2.140121350262e-17 
  225       7.514587310555e-10       1.311691003630e-13       2.872683890801e-12       0.000000000000e+00       1.062276764368e-12       2.374036763384e-13       6.312920611399e-17 
  226       7.510356396359e-10       1.353799606843e-13       3.090450162497e-12       0.000000000000e+00       1.047882752829e-12       2.344390895873e-13       1.044046356744e-16 
  227       7.505303816470e-10       1.398231974571e-13       3.309176094126e-12       0.000000000000e+00       1.033720529504e-12       2.314961728325e-13       1.452267606674e-16 
  228       7.499431508471e-10       1.445020357984e-13       3.528783285612e-12       0.000000000000e+00       1.019789925678e-12       2.285758866277e-13       1.855954770684e-16 
  229       7.492741672100e-10       1.494196809321e-13       3.749191574783e-12       0.000000000000e+00       1.006090438917e-12       2.256791750011e-13       2.255113283910e-16 
  230       7.485236771750e-10       1.545793175326e-13       3.970319024604e-12       0.000000000000e+00       9.926212278796e-13       2.228069650164e-13       2.649755157346e-16 
  231       7.476919538984e-10       1.599841090694e-13       4.192081910409e-12       0.000000000000e+00       9.793811071215e-13       2.199601663340e-13       3.039899078305e-16 
  232       7.467792975036e-10       1.656371971507e-13       4.414394707130e-12       0.000000000000e+00       9.663685419052e-13       2.171396707718e-13       3.425570510895e-16 
  233       7.457860353323e-10       1.715417008682e-13       4.637170076536e-12       0.000000000000e+00       9.535816430077e-13       2.143463518663e-13       3.806801796481e-16 
  234       7.447125221955e-10       1.777007161404e-13       4.860318854456e-12       0.000000000000e+00       9.410181615283e-13       2.115810644337e-13       4.183632254160e-16 
  235       7.435591406234e-10       1.841173150573e-13       5.083750038019e-12       0.000000000000e+00       9.286754836970e-13       2.088446441308e-13       4.556108281226e-16 
  236       7.423263011173e-10       1.907945452243e-13       5.307370772882e-12       0.000000000000e+00       9.165506256818e-13       2.061379070161e-13       4.924283453638e-16 
  237       7.410144423994e-10       1.977354291063e-13       5.531086340463e-12       0.000000000000e+00       9.046402283973e-13       2.034616491109e-13       5.288218626492e-16 
  238       7.396240316643e-10       2.049429633716e-13       5.754800145169e-12       0.000000000000e+00       8.929405523126e-13       2.008166459601e-13       5.647982034488e-16 
  239       7.381555648294e-10       2.124201182367e-13       5.978413701638e-12       0.000000000000e+00       8.814474722588e-13       1.982036521933e-13       6.003649392401e-16 
  240       7.366095667856e-10       2.201698368094e-13       6.201826621958e-12       0.000000000000e+00       8.701564722376e-13       1.956234010862e-13       6.355303995543e-16 
  241       7.349865916486e-10       2.281950344337e-13       6.424936602911e-12       0.000000000000e+00       8.590626402289e-13       1.930766041208e-13       6.703036820241e-16 
  242       7.332872230090e-10       2.364985980336e-13       6.647639413197e-12       0.000000000000e+00       8.481606629988e-13       1.905639505473e-13       7.046946624298e-16 
  243       7.315120741836e-10       2.450833854572e-13       6.869828880668e-12       0.000000000000e+00       8.374448209077e-13       1.880861069446e-13       7.387140047469e-16 
  244       7.296617884659e-10       2.539522248209e-13       7.091396879562e-12       0.000000000000e+00       8.269089827184e-13       1.856437167815e-13       7.723731711922e-16 
  245       7.277370393772e-10       2.631079138534e-13       7.312233317733e-12       0.000000000000e+00       8.165466004036e-13       1.832373999777e-13       8.056844322713e-16 
  246       7.257385309167e-10       2.725532192398e-13       7.532226123884e-12       0.000000000000e+00       8.063507039546e-13       1.808677524647e-13       8.386608768251e-16 
  247       7.236669978133e-10       2.822908759658e-13       7.751261234799e-12       0.000000000000e+00       7.963138961885e-13       1.785353457470e-13       8.713164220769e-16 
  248       7.215232057753e-10       2.923235866618e-13       7.969222582572e-12       0.000000000000e+00       7.864283475567e-13       1.762407264631e-13       9.036658236792e-16 
  249       7.193079517421e-10       3.026540209470e-13       8.185992081845e-12       0.000000000000e+00       7.766857909529e-13       1.739844159464e-13       9.357246857605e-16 
